cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/12/2016,10/18/2016,"USC Dornsife/LA Times","",3019,"lv",.0069683,43.85,44.1,,,44.28547,43.34242,,,"","http://latimes.com/politics/",47058,73633,10/19/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",10/4/2016,10/9/2016,"Google Consumer Surveys","B",529,"lv",.0069492,41.46,25.52,10.02,,46.84515,34.70527,7.093877,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46691,72995,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/4/2016,10/10/2016,"CVOTER International","C+",1367,"lv",.006903,50.23,44.09,,,47.33084,42.51834,,,"","http://www.upi.com/Top_News/US/2016/10/11/UPICVoter-poll-Hillary-Clinton-gains-as-Donald-Trump-continues-to-slide/2801476186502/",46742,73052,10/11/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",9/16/2016,9/29/2016,"Ipsos","A-",495,"lv",.0068972,35.1,47.07,,,34.76252,48.2056,,,"","http://www.reuters.com/statesofthenation/",46374,72502,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/27/2016,8/29/2016,"YouGov","B",1119,"rv",.0068554,42,37,7,,45.28455,42.49787,3.81907,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d1qd4msxfd/econTabReport.pdf",45239,69547,8/30/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",10/4/2016,10/9/2016,"Google Consumer Surveys","B",587,"lv",.0068449,39.75,28.98,6.55,,45.12365,37.98409,3.623877,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46708,73012,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/10/2016,10/12/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0068184,41,43,6,,41.21388,46.57256,3.857358,,"","http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct13",46777,73149,10/13/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",7/13/2016,7/15/2016,"YouGov","B",1104,"lv",.0068145,44,40,5,,46.31973,43.82413,3.013771,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/avb7831q36/ForRelease_OH_20160717.pdf",44610,68016,7/17/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",9/30/2016,10/6/2016,"Ipsos","A-",468,"lv",.0068037,49.34,42.79,,,48.13914,44.27117,,,"","http://www.reuters.com/statesofthenation/",46668,72962,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",9/27/2016,10/3/2016,"Google Consumer Surveys","B",312,"lv",.0067923,44.46,26.58,3.91,,50.58629,35.69944,.5629299,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46465,72663,10/5/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/18/2016,10/20/2016,"The Times-Picayune/Lucid","",2127,"lv",.0067335,45,37,6,,44.70419,42.22754,2.969726,,"","https://luc.id/2016-presidential-tracker/",47163,73806,10/21/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Nevada",9/9/2016,9/29/2016,"Ipsos","A-",333,"lv",.0067275,42.38,43.73,,,41.54025,44.32951,,,"","http://www.reuters.com/statesofthenation/",46362,72490,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",9/9/2016,9/22/2016,"Ipsos","A-",613,"lv",.0067119,42.71,46.04,,,41.91498,46.53491,,,"","http://www.reuters.com/statesofthenation/",46064,72056,9/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",10/4/2016,10/9/2016,"Google Consumer Surveys","B",585,"lv",.006682,34.15,30.38,9.23,,39.51471,39.24323,6.303876,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46710,73014,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/27/2016,8/9/2016,"Public Religion Research Institute","",1803,"rv",.006624,48,36,,,47.58448,41.60529,,,"","http://www.prri.org/wp-content/uploads/2016/09/PRRI-RNS-Unaffiliated-Survey-Topline.pdf",46532,72753,10/6/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Arkansas",9/9/2016,9/29/2016,"Ipsos","A-",306,"lv",.0066224,41.3,49.92,,,40.6966,50.70898,,,"","http://www.reuters.com/statesofthenation/",46339,72467,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/22/2016,7/22/2016,"RABA Research","C+",909,"lv",.0066201,39,34,8,,43.17996,37.79055,4.238953,,"","http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016.pdf",44669,68215,7/23/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/22/2016,9/26/2016,"Ipsos","A-",1041,"lv",.0065488,42.6,37.4,6.6,,43.89091,40.32772,3.913992,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46166,72214,9/27/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Nebraska",9/9/2016,9/29/2016,"Ipsos","A-",197,"lv",.0065355,32.71,51.19,,,31.79624,51.75045,,,"","http://www.reuters.com/statesofthenation/",46361,72489,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",6/24/2016,6/28/2016,"Loras College","B-",600,"lv",.0065306,44,31,6,,47.18622,37.06743,2.152881,,"","http://myweb.loras.edu/Loras/PDF/PollIASurveyJune2016.pdf",44484,67621,6/30/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"California",10/17/2016,10/25/2016,"SurveyMonkey","C-",1923,"lv",.0064286,54,31,8,,52.08738,32.97239,4.188925,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47477,74269,10/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Montana",9/21/2016,9/26/2016,"Google Consumer Surveys","B",147,"lv",.0064067,32.15,36.3,6.1,,38.90604,45.18641,2.447284,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46260,72319,9/28/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"South Dakota",9/9/2016,9/29/2016,"Ipsos","A-",105,"lv",.006361,31.67,46.8,,,29.91562,46.56068,,,"","http://www.reuters.com/statesofthenation/",46373,72501,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",9/27/2016,10/3/2016,"Google Consumer Surveys","B",461,"lv",.0063596,48.83,23.09,6.86,,54.84835,31.79711,3.51293,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46479,72677,10/5/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",10/4/2016,10/9/2016,"Google Consumer Surveys","B",738,"lv",.0063564,44.29,27.22,3.99,,49.67043,36.33089,1.063877,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46734,73038,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wyoming",9/14/2016,9/20/2016,"Google Consumer Surveys","B",60,"lv",.0063033,30.13,45.26,3.58,,37.17237,54.23009,-.3825298,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45998,71885,9/22/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",9/16/2016,9/29/2016,"Ipsos","A-",588,"lv",.0062899,50.12,28.38,,,49.27904,29.39958,,,"","http://www.reuters.com/statesofthenation/",46355,72483,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",8/9/2016,9/1/2016,"SurveyMonkey","C-",2687,"rv",.0062489,39,37,13,,40.717,43.09526,5.860591,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45391,70597,9/6/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/3/2016,10/9/2016,"CVOTER International","C+",1350,"lv",.0062016,49.92,44.39,,,47.08228,42.78667,,,"","http://www.upi.com/Top_News/US/2016/10/10/UPICVoter-poll-Clinton-pulls-into-5-point-lead-over-Trump/7301476105358/",46579,72871,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Delaware",9/9/2016,9/29/2016,"Ipsos","A-",124,"lv",.0061881,43.16,35.28,,,42.39147,35.92933,,,"","http://www.reuters.com/statesofthenation/",46343,72471,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Kentucky",8/2/2016,8/4/2016,"Google Consumer Surveys","B",508,"a",.006179,25,41,,,30.48792,52.57762,,,"","http://www.babbagecofounder.com/2016/08/08/cofounder-pulse-poll-presidential-and-senate-poll-kentucky/",44791,68587,8/8/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",6/11/2016,6/20/2016,"Greenberg Quinlan Rosner (Democracy Corps)","B-",300,"lv",.0061602,44,32,16,,44.92733,37.36153,11.14909,,"","http://www.wvwvaf.org/wp-content/uploads/2016/06/Dcorps_WV_BG_06.30.16_for-release.pdf",44482,67614,6/30/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/21/2016,9/25/2016,"Ipsos","A-",1044,"lv",.0061451,43.8,38.3,6.1,,45.18656,41.20712,3.37236,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46165,72215,9/27/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",9/27/2016,10/3/2016,"Google Consumer Surveys","B",438,"lv",.0061425,48.01,26.47,5.24,,54.129,35.56159,1.892929,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46496,72694,10/5/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",10/4/2016,10/9/2016,"Google Consumer Surveys","B",653,"lv",.0061305,36.04,35.07,6.95,,41.40201,43.89079,4.023876,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46701,73005,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",6/21/2016,6/23/2016,"National Research, Inc.","B+",600,"lv",.0061237,42,40,6,,44.06476,44.95167,2.634801,,"","https://www.nccivitas.org/2016/hillary-clinton-regains-lead-in-latest-civitas-poll/",44459,67520,6/29/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/11/2016,10/17/2016,"USC Dornsife/LA Times","",2983,"lv",.0061197,43.28,44.92,,,43.70914,44.18245,,,"","http://latimes.com/politics/",47007,73496,10/18/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Illinois",9/23/2016,9/29/2016,"Ipsos","A-",422,"lv",.0060881,52.71,33.37,,,52.05258,34.56414,,,"","http://www.reuters.com/statesofthenation/",46347,72475,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"North Dakota",9/14/2016,9/20/2016,"Google Consumer Surveys","B",63,"lv",.0060877,17.44,39.19,12.96,,24.59257,48.36941,8.997471,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45976,71863,9/22/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",9/16/2016,9/29/2016,"Ipsos","A-",520,"lv",.0060479,48.07,43.58,,,47.51408,44.42147,,,"","http://www.reuters.com/statesofthenation/",46367,72495,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/9/2016,10/11/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0059838,43,39,7,,43.29978,42.56922,4.800764,,"","http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_9_11_2016",46756,73109,10/12/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Rhode Island",9/14/2016,9/20/2016,"Google Consumer Surveys","B",50,"lv",.0059805,46.4,30.9,8.84,,53.74028,40.43598,4.87747,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45987,71874,9/22/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",8/17/2016,8/20/2016,"Maine People's Resource Center","C",841,"lv",.005958,42,32,10,,45.21652,37.47763,5.36383,,"","http://mprc.me/research/0816_presidential.pdf",45739,71419,9/14/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",9/16/2016,9/29/2016,"Ipsos","A-",340,"lv",.0059358,35.88,53.16,,,34.21569,52.94746,,,"","http://www.reuters.com/statesofthenation/",46348,72476,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/11/2016,7/14/2016,"ABC News/Washington Post","A+",543,"lv",.0059257,45,39,8,,45.72183,42.26492,4.83805,,"","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-july-11-14/2061/",44606,68023,7/18/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/20/2016,9/24/2016,"Ipsos","A-",1076,"lv",.0059255,42.5,37,6.7,,43.951,39.91478,3.933905,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46167,72216,9/27/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/13/2016,7/16/2016,"CNN/Opinion Research Corp.","A-",872,"rv",.005908,42,37,13,,44.82914,41.18507,8.388106,,"","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf",44608,68014,7/17/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",10/17/2016,10/25/2016,"SurveyMonkey","C-",2235,"lv",.0058593,44,47,7,,42.13987,48.62114,3.188925,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47483,74275,10/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",9/9/2016,9/29/2016,"Ipsos","A-",276,"lv",.005835,45.01,33.56,,,44.3042,34.52116,,,"","http://www.reuters.com/statesofthenation/",46353,72481,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",9/21/2016,9/26/2016,"Google Consumer Surveys","B",144,"lv",.0058189,22.61,46.46,9.04,,29.32639,55.25979,5.387284,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46247,72306,9/28/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maine CD-1",6/15/2016,6/21/2016,"University of New Hampshire","B+",247,"lv",.005809,48,33,,,48.04216,37.3168,,,"","http://www.pressherald.com/2016/06/25/data-favorability-ratings-and-likely-voters/",44415,67396,6/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",9/16/2016,9/29/2016,"Ipsos","A-",551,"lv",.0058031,42.8,34.63,,,41.8461,35.27384,,,"","http://www.reuters.com/statesofthenation/",46357,72485,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",9/27/2016,10/3/2016,"Google Consumer Surveys","B",411,"lv",.0057969,38.14,29.27,6.48,,44.24683,38.31511,3.13293,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46471,72669,10/5/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/29/2016,8/4/2016,"IBD/TIPP","A-",851,"rv",.0057938,39,35,12,,43.40061,41.75413,6.75726,,"","http://www.investors.com/wp-content/uploads/2016/08/ibdtippINTERNAL_Tables_Aug2016_Horserace_Registered-Voters.pdf",44774,68541,8/5/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",10/4/2016,10/9/2016,"Google Consumer Surveys","B",737,"lv",.0057906,39.65,33.6,5.16,,45.01194,42.41964,2.233876,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46724,73028,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/19/2016,9/23/2016,"Ipsos","A-",1122,"lv",.0057771,40.3,36.7,7.6,,41.8089,39.62531,4.790172,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46164,72217,9/27/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",7/5/2016,7/16/2016,"Dan Jones & Associates","C+",601,"lv",.0057729,23,44,5,,24.97501,48.58983,1.595003,,"","http://idahopoliticsweekly.com/politics/1145-poll-idaho-voters-favor-trump-over-clinton",44617,68028,7/18/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",7/20/2016,7/25/2016,"SoonerPoll.com","B",298,"lv",.0056864,28.6,53,7,,31.63253,54.03266,4.379948,,"","http://newsok.com/article/5511779",44717,68362,7/31/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"New Jersey",9/9/2016,9/22/2016,"Ipsos","A-",853,"lv",.0056738,50.49,32.22,,,50.7417,33.99485,,,"","http://www.reuters.com/statesofthenation/",46083,72075,9/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",9/16/2016,9/29/2016,"Ipsos","A-",592,"lv",.0056521,42.48,42,,,41.92839,43.03453,,,"","http://www.reuters.com/statesofthenation/",46380,72508,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",9/27/2016,10/3/2016,"Google Consumer Surveys","B",465,"lv",.0056501,50.2,22.82,7.02,,56.43781,32.3654,3.67293,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46478,72676,10/5/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",9/16/2016,9/29/2016,"Ipsos","A-",463,"lv",.0056476,43.25,45.22,,,41.62458,45.21517,,,"","http://www.reuters.com/statesofthenation/",46341,72469,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/12/2016,8/8/2016,"Pew Research Center","B+",3810,"rv",.0056416,50,46,,,49.81785,48.82709,,,"","http://www.people-press.org/files/2016/09/09-21-16-campaign-release.pdf",45928,71783,9/21/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/7/2016,9/8/2016,"Gravis Marketing","B-",2348,"lv",.0056366,43,40,7,,43.87842,40.87671,4.324188,,"","http://www.breitbart.com/2016-presidential-race/2016/09/11/breitbartgravis-poll-clinton-at-43-leads-trump-at-40/",45702,71302,9/11/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/31/2016,8/2/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1022,"rv",.0056205,44,35,12,,47.63527,42.03055,7.386084,,"","http://www.foxnews.com/politics/interactive/2016/08/03/fox-news-poll-aug-3-2016/",44761,68488,8/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",10/17/2016,10/25/2016,"SurveyMonkey","C-",2765,"lv",.0055742,47,44,5,,45.09667,45.91021,1.188925,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47482,74274,10/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",6/23/2016,6/27/2016,"icitizen","",555,"rv",.0055566,46,32,,,47.60254,37.49144,,,"","https://icitizen.com/insights/oregon-poll-results-june-2016/",44515,67765,7/7/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/2/2016,10/8/2016,"CVOTER International","C+",1325,"lv",.00555,48.2,45.86,,,45.42956,44.2212,,,"","http://www.upi.com/Top_News/US/2016/10/10/UPICVoter-poll-Clinton-pulls-into-5-point-lead-over-Trump/7301476105358/",46578,72869,10/10/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",6/26/2016,6/29/2016,"Suffolk University","B+",1000,"lv",.0054942,39,35,8,,41.33106,39.8896,5.846914,,"","http://www.usatoday.com/story/news/politics/elections/2016/07/04/usa-today-suffolk-poll-voters-alarmed-trump-clinton/86632526/",44496,67676,7/4/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/8/2016,7/12/2016,"CBS News/New York Times","A-",1358,"rv",.0054881,36,36,12,,39.91783,42.59504,6.747316,,"","https://www.scribd.com/document/318275701/CBS-NYT-POLL-Hillary-Clinton-and-Donald-Trump-tied-going-into-conventions#fullscreen&from_embed",44580,67942,7/14/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/12/2016,10/16/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0054838,43,41,5,,43.06145,44.48375,3.077805,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct17",46877,73337,10/17/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"New Mexico",9/9/2016,9/29/2016,"Ipsos","A-",145,"lv",.0054721,48.94,39.69,,,44.15751,36.40325,,,"","http://www.reuters.com/statesofthenation/",46365,72493,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Kansas",9/9/2016,9/29/2016,"Ipsos","A-",336,"lv",.005467,34.4,53.56,,,32.8584,53.51057,,,"","http://www.reuters.com/statesofthenation/",46350,72478,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/10/2016,10/16/2016,"USC Dornsife/LA Times","",2975,"lv",.0054441,43.68,44.77,,,44.11742,44.0493,,,"","http://latimes.com/politics/",46874,73331,10/17/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",9/9/2016,9/29/2016,"Ipsos","A-",427,"lv",.0054149,37.53,49.56,,,37.28871,50.58081,,,"","http://www.reuters.com/statesofthenation/",46352,72480,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"California",9/23/2016,9/29/2016,"Ipsos","A-",787,"lv",.0054003,63.67,23.74,,,62.93319,24.90643,,,"","http://www.reuters.com/statesofthenation/",46340,72468,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",6/15/2016,6/21/2016,"University of New Hampshire","B+",475,"lv",.005399,42,35,,,41.74473,38.9334,,,"","http://www.pressherald.com/2016/06/25/portland-press-herald-june-2016-poll-results/",44414,67395,6/26/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",9/23/2016,9/29/2016,"Ipsos","A-",464,"lv",.0053692,32.9,48.31,,,31.9708,49.19629,,,"","http://www.reuters.com/statesofthenation/",46375,72503,10/3/16,"14:18:34  4 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/4/16,"Vermont",9/14/2016,9/20/2016,"Google Consumer Surveys","B",61,"lv",.0053483,43.99,18.62,10.38,,51.22016,27.94679,6.41747,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45994,71881,9/22/16,"14:18:34  4 Nov 2016"
